CreditScore,Gender,Age,Tenure,IsActiveMember,Exited
646,Male,39,6,1,0
609,Male,37,1,1,1
775,Male,40,9,0,0
562,Male,29,9,1,0
842,Male,44,3,1,1
472,Male,40,4,0,0
683,Male,30,1,1,0
706,Male,67,1,1,1
618,Male,38,5,0,0
579,Male,56,4,0,1
766,Male,36,5,1,0
764,Female,40,9,0,0
693,Male,21,1,1,0
543,Male,36,4,1,0
752,Male,38,0,1,0
624,Male,37,0,0,0
661,Female,42,9,0,1
747,Male,29,7,1,0
780,Male,76,10,1,0
590,Male,43,8,1,0
585,Female,67,5,1,0
738,Female,40,1,0,0
683,Female,29,9,1,0
741,Male,35,6,0,0
768,Male,25,0,1,0
603,Male,44,6,0,1
529,Male,38,7,0,1
790,Female,37,3,0,0
548,Female,36,2,1,0
781,Male,35,7,1,0
473,Female,35,7,0,0
737,Female,22,10,0,0
576,Female,41,4,0,1
706,Male,54,9,1,0
557,Male,36,3,1,0
718,Male,52,8,1,1
750,Female,34,9,0,1
639,Male,34,5,0,0
581,Male,34,1,1,0
850,Male,40,6,0,1
702,Male,34,4,0,0
794,Female,55,6,0,1
463,Female,41,8,0,0
613,Female,45,1,1,0
786,Female,39,7,0,0
799,Female,63,1,0,1
589,Male,37,7,0,1
735,Male,49,5,0,0
529,Male,35,5,1,0
604,Male,53,8,0,1
611,Male,38,4,0,0
519,Female,47,6,0,1
590,Male,47,0,1,0
528,Female,36,1,1,1
453,Female,40,1,1,1
666,Male,43,7,1,1
558,Female,36,0,1,0
512,Female,37,1,1,0
505,Male,26,8,0,0
758,Female,35,5,0,0
606,Male,30,8,1,0
704,Female,24,2,0,1
684,Male,34,9,1,0
708,Male,37,8,1,0
677,Male,27,2,1,0
523,Male,35,8,1,0
685,Male,40,2,1,0
850,Male,44,8,1,0
626,Male,38,7,0,1
592,Male,27,3,1,0
637,Male,35,8,1,0
710,Female,31,5,0,0
587,Male,62,7,1,0
627,Male,23,5,0,0
482,Female,35,2,1,0
724,Male,40,10,0,1
793,Male,29,8,0,0
574,Female,28,7,0,0
809,Male,36,9,1,0
599,Female,28,4,0,1
817,Female,27,7,1,0
650,Male,26,4,0,0
674,Male,44,3,0,0
718,Female,31,0,0,0
488,Female,34,2,1,0
492,Male,45,9,0,0
548,Female,33,1,1,0
707,Female,55,1,1,0
711,Female,29,9,1,0
850,Male,32,4,1,0
619,Female,38,3,1,0
642,Female,30,5,0,0
641,Male,33,2,1,1
632,Male,71,3,1,0
651,Male,28,10,1,0
677,Female,29,3,0,1
710,Female,41,2,1,0
639,Female,41,5,0,0
586,Female,35,7,0,1
639,Female,60,5,1,1
850,Male,63,8,0,1
806,Female,32,3,0,0
627,Male,31,8,0,0
733,Male,39,1,1,0
604,Male,40,1,0,0
692,Male,27,1,0,0
745,Male,48,10,0,0
765,Male,40,6,1,0
605,Male,27,9,0,0
597,Female,72,6,1,0
560,Female,31,5,0,0
512,Male,51,6,1,0
555,Male,32,10,1,0
772,Male,34,7,1,0
677,Male,46,2,1,0
510,Male,32,9,1,0
686,Female,43,5,1,0
490,Female,40,1,1,1
680,Female,34,7,0,0
648,Female,42,8,0,0
535,Female,38,8,0,0
453,Female,28,3,0,0
517,Male,46,4,0,0
591,Female,39,3,0,1
779,Female,24,10,0,0
511,Female,31,5,1,0
615,Male,32,5,1,0
497,Male,32,8,0,0
631,Male,32,10,1,0
599,Male,36,4,0,0
841,Female,33,7,1,0
627,Male,24,5,0,1
714,Male,29,6,1,0
572,Female,39,2,1,0
716,Male,50,2,1,1
762,Male,46,6,1,1
638,Female,55,2,1,1
640,Female,75,1,1,0
585,Female,39,7,0,0
638,Male,25,4,1,0
681,Male,30,2,1,0
767,Male,36,3,0,0
607,Male,34,9,0,0
785,Female,32,3,1,1
684,Female,27,9,1,0
597,Male,26,5,1,0
850,Female,39,0,0,0
556,Male,38,2,0,0
700,Male,54,1,1,0
574,Female,39,5,0,0
720,Male,21,2,1,0
772,Female,48,6,0,1
612,Female,62,8,0,1
576,Male,29,7,1,0
627,Female,39,5,0,1
761,Male,36,9,1,0
787,Female,38,3,1,0
678,Male,36,1,0,0
530,Male,52,1,0,1
664,Female,31,7,0,0
711,Male,36,8,0,0
492,Female,49,8,1,1
652,Male,51,7,1,0
775,Male,33,3,0,0
612,Male,76,6,1,0
547,Male,43,1,1,0
690,Female,54,1,1,1
687,Male,28,7,1,0
714,Female,45,9,1,0
734,Male,39,6,1,0
675,Female,38,6,0,1
790,Male,20,8,0,0
685,Female,30,2,1,1
643,Male,59,3,1,0
471,Male,23,6,0,0
807,Female,28,7,0,1
656,Female,41,6,1,0
578,Male,38,7,0,0
598,Female,40,2,0,1
552,Male,49,4,1,1
637,Male,32,5,0,0
445,Male,25,6,0,0
760,Male,38,6,0,1
850,Male,43,5,1,0
563,Male,57,6,1,0
721,Male,46,1,0,0
700,Female,34,2,0,0
636,Male,43,6,0,0
682,Female,46,2,1,0
611,Male,34,4,0,0
639,Female,37,5,1,0
660,Male,34,1,0,0
776,Male,36,1,0,0
711,Female,37,8,0,0
690,Male,54,5,0,1
693,Male,31,2,1,0
741,Female,36,0,0,0
850,Female,35,9,0,0
407,Male,37,1,1,1
850,Male,38,1,1,0
548,Male,49,9,0,1
710,Male,43,9,0,1
721,Female,49,1,1,0
516,Female,29,2,0,0
772,Male,41,10,1,0
577,Male,43,6,1,0
605,Male,41,10,1,0
788,Female,41,6,1,0
507,Female,33,1,0,0
620,Male,61,5,0,1
748,Male,34,5,1,0
501,Male,38,9,1,0
547,Male,49,8,0,1
715,Male,42,2,1,0
610,Male,26,8,0,0
493,Female,36,5,0,0
656,Female,40,10,1,0
481,Male,37,8,1,0
694,Male,39,0,1,0
667,Male,39,9,0,0
600,Male,31,8,1,0
608,Male,34,3,1,0
627,Male,33,5,1,0
553,Male,42,1,0,0
621,Male,50,3,1,0
445,Female,30,3,1,0
661,Male,48,3,0,0
666,Female,40,2,0,0
507,Male,41,3,1,0
680,Male,30,4,1,1
689,Male,39,7,0,0
675,Male,32,1,0,0
667,Female,37,9,1,0
584,Male,35,6,1,0
667,Male,70,3,1,0
652,Male,46,10,0,1
575,Male,41,2,0,0
685,Female,44,2,0,1
641,Female,42,7,0,0
434,Female,58,9,0,1
645,Female,37,2,1,0
667,Male,34,5,1,0
647,Male,28,6,0,0
762,Male,39,2,1,0
532,Male,52,9,0,1
645,Male,32,4,1,0
665,Male,52,3,0,1
648,Female,39,3,1,0
707,Male,33,2,0,0
583,Male,48,3,0,1
702,Male,45,9,1,0
478,Male,48,0,1,1
684,Female,43,7,0,0
671,Male,34,7,1,0
628,Female,51,3,1,0
509,Male,18,7,0,0
758,Male,61,2,1,0
616,Female,45,4,1,0
704,Male,41,9,0,0
690,Female,48,2,1,0
686,Male,60,9,1,1
597,Female,26,7,0,0
466,Male,40,4,0,1
556,Male,35,10,1,0
682,Male,24,9,0,0
449,Female,33,8,0,0
745,Female,28,6,0,0
606,Male,35,7,0,1
714,Male,29,4,1,0
767,Female,35,9,0,0
770,Male,45,4,0,1
850,Male,31,6,0,0
597,Male,38,1,0,0
465,Male,33,8,0,0
532,Female,66,3,1,0
783,Male,38,1,1,1
527,Male,37,5,1,0
507,Male,31,2,1,1
557,Male,48,10,1,0
845,Female,38,2,0,0
469,Male,35,5,0,0
662,Male,37,4,0,0
559,Female,27,1,1,0
678,Female,41,1,0,1
461,Female,40,7,0,0
551,Male,31,1,1,0
811,Female,45,5,1,0
726,Male,29,7,1,1
621,Female,43,5,1,0
491,Female,36,0,1,0
841,Male,31,2,0,0
554,Male,30,6,1,1
590,Male,40,8,0,0
752,Female,36,1,1,0
581,Male,41,2,1,0
574,Male,36,1,1,0
516,Male,51,8,1,0
645,Male,28,7,1,0
632,Male,23,3,0,1
591,Female,33,4,0,0
677,Male,56,5,1,1
475,Female,45,0,0,1
628,Male,34,4,1,0
778,Male,33,5,1,0
487,Female,53,10,1,0
742,Male,32,6,0,0
578,Female,31,5,0,1
504,Female,32,8,0,0
690,Male,32,0,1,0
637,Male,32,3,1,0
683,Female,38,5,0,0
789,Female,53,1,1,1
743,Female,40,6,0,1
758,Female,34,1,1,0
699,Female,25,8,1,0
535,Male,38,8,0,1
681,Female,48,8,1,0
695,Female,34,9,1,0
705,Male,25,3,1,0
759,Female,33,9,0,0
619,Female,33,3,1,0
680,Female,58,8,1,0
569,Male,38,8,0,0
645,Female,24,3,1,0
805,Male,50,9,0,1
612,Male,32,9,0,0
635,Male,41,4,0,0
850,Female,39,10,1,0
753,Male,32,5,0,0
767,Male,47,2,0,1
664,Male,33,7,0,0
730,Female,47,7,0,1
579,Female,29,10,1,0
741,Male,38,9,0,0
824,Female,38,3,0,0
765,Male,42,4,1,0
540,Male,37,3,0,0
580,Female,38,1,0,1
592,Male,36,2,0,0
745,Female,46,7,1,0
711,Female,38,2,1,1
752,Female,41,8,0,1
598,Female,32,4,1,0
560,Male,24,1,0,0
717,Female,35,5,0,0
606,Male,40,6,0,0
587,Female,32,3,1,0
594,Male,38,4,0,0
517,Female,45,4,0,1
627,Male,30,3,1,0
729,Male,44,4,0,0
764,Male,38,4,0,0
591,Male,45,5,1,0
648,Male,32,8,0,0
644,Male,37,6,0,1
668,Male,56,9,0,1
716,Female,52,7,0,1
550,Female,48,6,1,0
699,Female,31,10,0,0
619,Female,56,7,1,0
490,Male,33,5,0,0
714,Male,33,8,0,0
687,Male,44,8,1,0
745,Female,31,3,1,0
507,Female,35,1,0,0
655,Female,45,7,1,0
678,Female,54,1,1,0
788,Male,37,8,0,0
777,Female,34,5,1,0
549,Female,31,9,1,0
629,Male,34,8,1,0
516,Female,33,7,1,0
531,Female,64,2,1,0
489,Female,31,7,1,0
770,Male,31,3,1,0
633,Male,43,5,1,0
524,Female,25,7,0,0
681,Male,31,4,0,0
748,Male,35,5,1,0
779,Female,26,4,1,0
842,Female,37,4,0,1
595,Male,37,2,0,0
702,Male,43,6,0,0
734,Female,47,10,1,0
504,Male,44,4,1,0
581,Female,55,6,1,0
579,Female,33,1,0,0
769,Male,43,4,1,0
523,Female,28,2,1,0
747,Male,41,5,1,0
689,Female,28,3,1,0
548,Male,39,7,0,0
613,Female,50,5,0,0
631,Male,37,8,0,1
608,Female,48,2,0,0
512,Female,41,6,1,0
487,Male,37,6,1,0
589,Male,48,5,1,0
643,Female,34,7,1,0
700,Male,37,1,0,0
639,Male,27,3,1,0
725,Female,32,0,1,0
792,Male,19,7,0,0
474,Male,37,3,0,0
532,Male,24,8,0,0
623,Male,42,1,0,0
685,Male,43,9,0,0
742,Male,33,0,1,0
413,Male,34,9,0,0
551,Male,31,9,1,0
607,Female,25,4,1,0
512,Female,30,6,0,0
657,Male,67,5,1,0
782,Female,53,1,0,1
701,Male,43,2,1,0
570,Male,23,2,0,0
656,Male,37,2,1,0
664,Male,36,1,1,0
751,Female,48,4,1,1
736,Female,28,2,1,0
683,Female,40,1,0,0
472,Female,32,1,1,0
696,Male,60,8,1,0
537,Female,47,4,1,0
673,Female,35,6,0,0
779,Female,55,0,0,1
686,Male,38,6,1,0
804,Male,55,7,1,0
554,Male,37,3,0,0
578,Male,46,5,0,0
665,Male,51,2,0,0
683,Female,26,7,0,0
596,Male,54,1,1,1
751,Female,30,6,0,0
481,Male,40,3,1,0
679,Male,52,9,0,0
719,Female,42,4,0,1
754,Male,39,3,0,0
747,Female,34,10,1,0
606,Female,25,3,0,1
529,Female,31,2,1,0
520,Female,39,1,1,1
569,Male,38,7,1,0
508,Male,31,8,0,0
706,Male,32,6,1,0
671,Male,28,8,0,0
580,Male,35,10,1,0
748,Female,41,2,1,0
498,Male,25,8,1,0
711,Female,28,5,1,0
667,Male,45,3,0,0
701,Male,59,7,1,0
850,Female,34,6,0,0
678,Female,43,2,1,0
777,Female,53,10,0,0
850,Female,31,4,1,0
698,Female,52,1,0,1
573,Male,35,9,1,0
564,Male,26,7,0,0
588,Male,49,6,0,1
749,Male,41,5,1,0
587,Female,35,3,0,0
560,Female,33,9,1,0
672,Male,31,6,0,0
806,Female,67,1,1,0
772,Male,42,3,0,1
651,Female,46,4,0,1
781,Male,38,2,1,1
655,Female,38,6,1,0
611,Female,40,7,0,0
703,Female,51,3,1,1
656,Male,37,7,0,0
549,Male,25,6,1,0
750,Female,39,6,0,0
789,Female,40,4,0,0
638,Male,50,1,0,1
835,Male,45,3,0,0
648,Male,34,3,1,0
758,Male,41,10,1,0
530,Female,55,4,1,1
576,Male,19,6,0,0
708,Male,46,7,1,0
604,Female,42,10,0,0
595,Female,64,2,1,1
722,Female,32,4,1,0
738,Female,38,7,0,0
574,Male,34,1,0,0
741,Male,52,1,0,1
533,Female,39,2,1,1
791,Male,37,2,0,0
573,Male,52,8,1,0
841,Male,28,4,1,0
750,Female,26,1,1,0
475,Female,46,10,0,1
750,Male,43,6,1,0
646,Male,50,0,0,1
809,Male,38,3,1,0
576,Male,41,1,1,0
850,Female,35,7,1,0
850,Male,71,10,0,1
745,Male,46,2,1,0
775,Male,42,6,1,0
661,Female,35,5,0,0
644,Male,38,3,1,0
481,Female,37,8,0,0
835,Female,29,10,0,0
691,Male,27,3,0,0
827,Male,38,5,0,0
438,Female,54,2,0,1
722,Female,35,1,0,0
514,Male,43,1,1,1
768,Male,42,5,0,0
609,Female,43,6,1,1
576,Male,39,9,0,0
487,Female,46,4,1,1
762,Male,35,1,1,1
796,Female,23,3,0,0
539,Male,38,6,1,1
587,Male,55,9,0,0
689,Male,34,1,0,0
671,Male,31,0,0,0
515,Male,45,7,1,1
663,Female,46,2,1,0
739,Male,34,9,0,0
730,Male,25,5,1,0
837,Male,31,9,1,0
704,Female,39,1,0,1
850,Male,40,6,1,0
775,Male,28,9,0,0
616,Male,30,5,1,0
806,Female,37,2,1,0
557,Female,46,4,1,0
742,Female,60,4,1,1
686,Female,47,6,0,1
678,Female,49,1,1,0
666,Female,36,8,1,0
720,Male,33,6,0,0
454,Female,48,5,1,0
608,Female,44,5,1,1
789,Male,37,3,0,1
712,Male,23,2,1,0
689,Female,31,3,1,0
561,Male,32,5,0,0
655,Female,36,1,0,0
673,Female,41,9,0,0
567,Male,42,2,1,0
588,Male,41,2,1,0
565,Male,38,5,1,0
720,Female,34,6,1,0
748,Male,40,0,0,0
519,Male,39,1,1,0
584,Male,33,3,1,0
531,Female,31,7,0,1
739,Female,40,8,0,0
558,Male,33,0,1,1
760,Female,41,6,0,0
712,Male,45,6,0,0
604,Male,26,8,1,0
685,Female,42,2,0,0
675,Female,50,1,1,0
754,Male,39,7,0,1
850,Male,40,9,1,0
570,Female,30,10,0,1
477,Male,27,1,1,0
456,Male,29,5,1,0
750,Male,33,2,0,0
649,Male,37,9,1,0
850,Male,33,0,1,0
794,Male,30,8,1,0
586,Male,34,9,0,0
769,Female,31,6,0,0
682,Male,48,1,1,0
470,Male,31,4,1,0
559,Female,48,2,1,0
678,Female,32,5,0,0
850,Female,30,3,1,0
359,Female,44,6,0,1
530,Male,37,4,1,0
745,Male,40,3,0,0
673,Male,30,1,1,0
615,Male,41,4,1,0
597,Female,46,4,0,1
784,Female,40,8,0,0
520,Female,39,6,0,0
436,Male,45,3,1,1
682,Female,50,10,1,0
713,Male,38,9,1,0
645,Male,41,2,0,1
588,Female,37,7,0,0
721,Male,33,5,1,0
672,Female,43,4,1,0
549,Male,34,6,0,0
655,Female,56,5,1,0
591,Male,24,6,1,0
581,Male,35,4,1,0
703,Female,32,6,0,0
615,Male,41,1,1,0
740,Female,36,4,0,1
792,Female,29,4,0,1
752,Male,29,4,1,0
616,Male,31,1,1,0
684,Female,36,5,0,0
597,Female,66,3,1,0
667,Female,48,2,1,0
644,Male,31,5,1,0
515,Male,40,0,1,0
579,Male,43,2,1,1
687,Male,48,4,1,0
801,Female,46,6,1,0
530,Male,37,8,1,0
551,Male,27,2,1,1
817,Male,34,5,0,0
697,Male,63,7,0,1
795,Female,36,1,1,0
666,Female,47,5,0,1
551,Male,52,1,0,1
603,Female,48,5,0,1
589,Female,20,2,0,0
632,Male,60,2,1,0
673,Male,59,0,1,1
682,Female,58,4,0,0
565,Male,46,7,1,0
668,Male,38,1,1,0
850,Male,33,10,0,1
746,Male,24,10,1,0
612,Female,38,1,1,0
730,Male,62,5,1,0
550,Male,32,8,1,0
806,Male,34,5,1,0
699,Female,40,8,0,0
479,Male,24,6,1,0
608,Male,27,4,1,0
687,Male,33,9,0,0
557,Male,68,2,1,0
625,Male,39,2,0,0
514,Male,66,9,1,0
584,Male,31,5,0,0
733,Male,51,10,0,0
687,Male,35,8,0,0
539,Male,39,3,0,0
667,Female,34,5,0,0
608,Female,41,5,1,0
592,Female,34,6,1,0
729,Male,39,6,1,1
593,Male,31,9,1,0
713,Male,38,6,1,0
850,Female,31,1,1,0
556,Male,36,7,1,0
743,Male,65,2,1,1
637,Male,40,2,1,0
449,Male,52,6,1,0
850,Male,38,5,0,0
608,Female,47,6,1,0
813,Male,32,1,1,0
838,Female,34,8,0,0
687,Female,72,9,1,0
554,Female,45,4,1,0
585,Male,36,5,0,0
630,Female,21,1,1,0
646,Male,69,10,0,0
576,Female,50,8,1,0
674,Male,43,8,0,0
838,Female,41,5,0,0
769,Male,60,9,0,1
501,Female,40,2,0,0
850,Male,53,2,0,0
619,Male,39,5,1,0
737,Female,45,2,1,0
480,Female,25,3,0,0
633,Female,33,4,1,0
659,Female,30,8,0,0
629,Female,40,6,1,0
526,Female,32,6,1,0
736,Male,29,4,0,0
708,Female,23,4,0,0
516,Female,46,1,0,1
548,Female,41,4,1,0
659,Female,50,3,0,1
747,Male,27,10,0,0
691,Female,60,6,0,1
562,Male,45,6,0,0
717,Male,48,7,1,0
832,Male,61,2,1,1
539,Female,40,7,0,0
577,Female,37,4,1,0
745,Female,28,1,0,1
705,Female,50,4,1,0
820,Female,31,2,0,0
630,Male,43,9,1,0
850,Female,35,6,0,0
657,Male,32,3,1,0
541,Male,46,4,0,0
609,Female,45,4,1,0
650,Male,42,4,0,1
553,Male,41,9,0,0
836,Female,37,10,0,0
723,Male,52,5,1,1
719,Male,35,3,1,0
706,Male,38,5,1,0
514,Male,38,4,0,1
657,Female,41,5,1,0
730,Male,26,6,1,0
494,Male,40,7,1,0
583,Male,35,8,0,0
744,Male,35,7,1,0
691,Male,28,1,0,0
637,Female,46,2,0,1
616,Female,31,8,1,0
562,Male,35,7,0,0
623,Female,40,7,1,0
717,Female,28,1,1,0
629,Female,40,9,0,1
666,Male,40,5,0,0
652,Female,74,5,1,0
580,Male,61,8,1,0
717,Male,50,9,1,0
591,Male,58,5,1,0
509,Male,41,7,1,0
699,Male,53,4,1,0
799,Female,39,7,1,0
742,Male,27,0,1,0
738,Female,67,1,1,0
838,Male,31,2,0,0
823,Female,53,4,1,1
574,Female,33,3,0,0
764,Male,41,7,0,0
718,Male,29,2,0,0
752,Male,33,4,1,0
670,Female,42,6,1,0
688,Male,20,8,1,0
703,Male,44,6,0,0
598,Male,48,6,0,1
589,Male,55,7,0,1
630,Male,35,1,0,0
593,Female,41,4,1,0
656,Female,45,7,1,0
668,Male,39,4,0,0
701,Male,51,9,0,0
614,Male,50,4,0,1
738,Female,57,9,0,1
695,Male,49,9,0,0
637,Male,28,3,1,0
583,Male,27,4,1,0
642,Female,36,2,1,1
684,Male,35,6,1,0
652,Male,41,8,0,0
630,Female,31,2,1,0
637,Male,30,6,0,0
797,Male,37,4,0,0
728,Male,42,8,1,0
664,Male,35,1,1,0
661,Female,42,3,0,0
631,Female,32,2,1,0
649,Female,36,6,0,0
445,Female,38,6,0,0
675,Male,36,7,1,0
553,Male,32,3,0,0
444,Male,36,7,1,0
597,Female,35,8,1,0
755,Male,38,9,0,0
631,Female,22,3,0,0
781,Male,23,2,0,0
539,Female,43,3,0,1
632,Male,37,1,0,1
622,Male,41,2,0,1
572,Male,26,4,0,0
430,Female,60,7,0,1
816,Female,38,5,0,1
720,Male,64,3,0,1
640,Male,44,3,0,0
795,Male,38,7,1,0
628,Male,39,6,0,0
726,Male,36,2,0,0
686,Female,34,3,0,0
477,Female,24,2,0,1
747,Female,32,5,1,0
587,Female,34,1,1,0
602,Female,33,8,1,0
523,Male,61,8,1,0
787,Male,25,5,0,0
488,Female,28,7,0,0
693,Female,46,3,0,0
585,Female,35,2,0,1
663,Female,42,5,1,0
577,Male,28,7,0,0
453,Male,29,6,0,1
567,Male,36,7,1,0
686,Male,38,0,1,0
543,Male,36,6,0,0
479,Female,23,9,1,0
688,Female,54,9,0,1
476,Female,32,6,0,0
751,Male,50,2,0,1
495,Female,40,1,0,0
587,Male,38,0,0,0
722,Female,37,0,0,0
526,Male,35,5,1,0
622,Male,42,9,0,0
708,Female,51,8,1,1
572,Male,37,1,0,0
604,Male,28,7,0,0
605,Male,41,5,0,0
621,Male,31,7,1,0
558,Female,31,7,0,0
607,Female,48,4,0,1
745,Female,33,1,1,0
520,Male,45,7,0,0
654,Male,37,6,0,0
755,Male,23,5,1,0
646,Male,30,5,1,0
640,Female,46,8,0,0
732,Female,69,9,1,1
511,Male,48,6,0,1
551,Male,43,7,0,0
649,Male,38,1,1,0
748,Female,40,4,0,0
701,Male,35,10,1,0
654,Male,37,5,0,0
676,Male,20,1,0,0
507,Female,46,8,1,0
610,Male,41,6,0,1
597,Female,42,4,1,0
815,Male,45,7,1,1
719,Female,48,5,0,0
410,Female,50,2,0,0
724,Male,36,6,1,0
697,Female,48,1,1,0
733,Male,36,5,1,0
817,Male,44,8,0,1
678,Male,48,2,1,0
629,Female,39,10,1,1
600,Female,37,4,0,1
529,Female,31,6,0,0
732,Female,36,9,0,1
474,Male,54,3,0,1
811,Female,34,1,1,0
569,Male,35,2,0,1
620,Female,70,3,0,1
683,Male,34,9,1,0
850,Male,43,7,1,0
791,Female,33,3,1,1
585,Female,30,6,1,0
680,Male,36,7,0,0
822,Female,46,3,0,0
668,Male,43,10,1,0
749,Male,40,1,0,1
628,Female,36,3,0,0
850,Female,71,4,1,0
484,Female,35,7,1,0
754,Male,65,1,1,1
772,Female,39,4,1,0
707,Male,33,8,0,0
614,Female,40,3,1,0
671,Female,48,9,0,0
693,Male,44,5,1,1
710,Male,37,6,1,0
697,Male,29,0,0,0
803,Female,65,2,1,0
681,Male,32,3,1,0
529,Female,43,0,1,1
674,Male,39,6,0,0
805,Female,26,8,1,0
844,Male,56,5,1,1
693,Male,68,2,1,0
600,Female,27,6,1,0
757,Male,30,6,1,0
681,Male,25,5,1,0
666,Male,30,3,1,0
706,Male,34,8,1,0
621,Male,39,6,1,0
625,Male,36,9,0,1
696,Female,66,7,1,0
787,Male,32,4,1,0
570,Female,50,5,0,1
798,Female,38,4,0,0
631,Male,36,1,0,0
648,Female,44,2,1,0
730,Female,52,7,1,0
470,Female,48,6,1,0
637,Female,55,1,0,1
627,Female,21,7,1,0
695,Female,53,8,0,1
640,Male,43,9,0,1
636,Female,48,3,0,1
561,Female,49,1,0,1
756,Female,28,6,1,0
502,Female,32,1,1,0
769,Male,34,7,0,1
678,Male,30,0,0,0
661,Female,31,3,1,0
720,Female,43,10,0,0
631,Female,34,4,0,0
549,Female,25,5,0,0
660,Male,33,4,0,0
662,Male,74,6,0,0
543,Female,25,1,1,0
745,Male,25,5,0,0
545,Female,55,5,0,1
602,Male,34,5,1,0
682,Male,81,6,1,0
631,Female,46,10,1,0
606,Male,36,0,1,0
736,Female,30,9,0,0
731,Male,30,7,1,0
739,Male,31,1,1,0
554,Male,39,2,0,0
551,Male,42,2,0,1
630,Male,53,5,1,0
578,Male,34,4,1,0
682,Male,30,4,1,0
708,Male,40,8,0,0
619,Female,41,5,0,0
850,Male,36,1,1,0
635,Male,53,8,1,1
767,Male,20,3,1,0
616,Female,37,6,0,0
597,Male,28,2,1,0
733,Male,64,3,1,0
850,Male,37,4,0,0
772,Male,47,9,1,0
850,Male,40,1,0,0
544,Male,22,4,0,0
637,Female,54,5,1,0
701,Male,30,3,0,0
569,Female,42,1,1,1
791,Male,25,7,0,0
651,Male,31,7,0,0
698,Male,27,6,0,0
752,Male,32,9,1,0
809,Male,50,10,1,1
581,Female,26,3,1,1
610,Female,27,2,0,0
763,Female,32,1,0,1
705,Female,48,0,0,0
676,Male,29,4,0,0
813,Male,34,0,0,0
850,Female,32,7,0,0
572,Female,47,2,0,0
645,Male,19,9,0,0
512,Female,75,2,0,0
621,Male,41,5,1,0
529,Female,43,5,0,0
756,Male,38,6,0,1
678,Male,66,8,1,0
634,Male,36,2,0,0
580,Male,76,2,1,0
687,Female,39,2,0,1
675,Male,49,8,1,1
707,Female,57,1,1,1
550,Male,38,9,1,1
782,Male,33,7,1,0
499,Male,39,6,1,0
627,Male,28,5,1,0
737,Female,70,9,1,0
709,Female,45,3,1,0
626,Male,35,4,1,0
582,Male,32,1,1,0
659,Female,32,9,1,0
773,Male,37,2,0,0
705,Female,43,7,1,0
640,Female,30,6,1,0
660,Male,40,5,1,0
503,Male,32,9,1,0
546,Female,20,6,1,0
835,Male,25,7,1,0
564,Female,53,2,1,1
767,Male,43,1,0,0
552,Male,45,9,0,0
561,Male,37,4,1,0
544,Female,32,9,1,0
720,Female,34,3,1,0
606,Male,31,10,0,0
513,Male,34,7,0,0
635,Female,48,8,1,0
580,Female,57,0,1,0
850,Male,37,4,0,0
756,Male,60,2,1,1
490,Female,35,7,1,0
489,Male,58,4,1,0
835,Male,35,6,0,0
611,Male,28,2,0,0
850,Female,32,5,0,0
722,Female,50,4,1,0
634,Male,38,2,1,0
701,Female,43,2,1,0
699,Male,39,2,1,0
707,Male,43,10,0,0
656,Female,23,4,1,0
434,Male,55,6,1,1
687,Female,29,4,0,1
651,Male,45,2,0,1
665,Male,38,9,1,0
525,Female,25,6,0,0
773,Female,33,10,1,0
599,Male,45,10,0,1
584,Male,32,5,0,0
657,Male,37,4,1,0
758,Female,40,5,0,0
516,Female,27,1,1,0
780,Female,37,10,0,1
626,Female,23,6,0,0
634,Female,31,8,0,0
545,Male,45,6,1,0
586,Female,33,7,1,0
672,Male,40,10,0,1
639,Female,39,1,0,0
726,Female,31,9,1,0
466,Male,26,9,0,0
722,Male,46,6,1,1
603,Male,38,8,1,0
706,Female,29,6,0,0
848,Male,35,5,0,0
684,Female,44,2,1,0
555,Female,26,9,1,0
618,Female,21,2,0,0
743,Male,43,5,0,1
699,Male,27,1,0,0
526,Female,35,9,0,1
677,Female,25,3,0,0
586,Male,41,3,0,0
635,Female,65,5,0,1
598,Female,39,5,1,0
527,Male,58,3,1,0
545,Male,47,8,1,1
581,Male,50,2,0,1
779,Female,37,2,1,1
705,Male,44,3,0,0
745,Female,36,9,0,1
619,Male,58,5,1,0
529,Female,31,7,1,0
662,Male,38,0,1,0
652,Female,40,1,0,0
846,Female,38,5,1,0
487,Male,45,2,0,0
499,Male,36,5,0,0
474,Female,37,5,1,0
808,Male,39,3,1,0
608,Female,41,3,0,1
631,Female,33,4,0,0
796,Male,24,8,0,0
463,Male,20,8,0,0
674,Female,41,4,1,0
646,Female,29,4,0,0
850,Male,34,2,1,0
746,Male,24,3,1,0
766,Female,28,3,1,0
594,Female,56,7,0,1
601,Male,24,7,0,0
611,Male,49,3,1,0
850,Male,49,6,0,1
680,Male,34,3,0,0
561,Male,34,4,1,0
627,Female,41,6,1,1
773,Female,23,8,0,0
549,Female,49,6,1,0
617,Female,24,4,1,0
585,Male,55,10,1,1
613,Male,37,3,1,0
743,Male,36,4,1,0
624,Male,38,7,0,0
632,Male,41,8,0,1
614,Female,39,6,1,0
626,Male,49,9,0,0
760,Female,32,7,1,0
750,Male,40,5,0,1
560,Female,44,5,0,0
671,Female,38,6,1,0
751,Female,34,8,0,0
660,Male,30,7,0,0
660,Female,38,5,0,0
534,Female,49,7,0,1
730,Male,42,4,1,0
677,Female,72,8,1,0
655,Male,28,10,1,0
