bathrooms,bedrooms,longitude,latitude,price,interest_level
1.0,1,-73.9703,40.7843,4250,low
1.0,1,-73.9886,40.7656,3600,low
1.0,0,-73.9991,40.7336,2500,high
1.0,1,-73.9853,40.7183,2695,medium
1.0,1,-73.9647,40.7571,2800,high
2.0,3,-73.8919,40.7509,3200,low
1.0,0,-74.0017,40.7075,5350,low
1.0,1,-73.948,40.7704,2225,low
1.0,2,-73.9786,40.7291,3695,low
1.0,1,-73.9731,40.7936,4465,low
1.0,3,-73.9536,40.6471,2200,medium
1.0,1,-73.9425,40.7487,3450,low
1.0,0,-74.0078,40.7365,3295,low
1.0,1,-73.9539,40.7681,2150,low
1.0,1,-73.996,40.7424,3375,medium
1.0,2,-73.9776,40.7847,3200,low
1.0,1,-73.9547,40.7679,2595,medium
1.0,0,-73.9445,40.8333,1500,low
1.0,1,-73.9829,40.7756,2700,medium
1.0,2,-73.9675,40.7943,3850,medium
1.0,2,-73.9728,40.7379,3550,low
1.0,1,-74.0149,40.7083,3975,low
1.0,2,-73.8679,40.8653,1425,high
1.0,2,-73.9475,40.7801,3940,medium
1.0,0,-74.0092,40.7387,3525,low
1.0,1,-73.9741,40.789,2800,medium
3.0,5,-74.0013,40.7081,11000,low
2.0,4,-73.9453,40.8358,4200,low
1.0,1,-73.9565,40.7699,3100,low
2.0,3,-73.9841,40.7229,5950,low
1.0,1,-73.942,40.8359,1800,medium
1.0,1,-73.9917,40.7709,3150,low
1.0,0,-73.948,40.7732,2350,low
2.0,4,-73.9749,40.7482,6100,low
1.0,1,-73.99,40.7291,4600,medium
1.0,2,-73.977,40.7854,3499,low
1.0,2,-73.957,40.5806,2100,medium
1.0,0,-73.9836,40.7421,2295,low
1.0,2,-73.9809,40.7278,2990,medium
2.0,3,-73.9147,40.7588,2400,medium
1.0,2,-73.9873,40.7254,4034,low
2.0,2,-73.964,40.7643,7100,low
1.0,1,-73.9801,40.7271,2795,low
1.0,1,-73.9464,40.7222,2292,low
1.0,1,-73.9939,40.7614,2500,high
1.0,1,-73.9942,40.7244,4295,low
1.0,3,-74.0089,40.7094,3925,medium
1.0,1,-73.9813,40.7712,3100,low
1.0,1,-73.986,40.7609,3550,low
2.0,3,-73.9487,40.7845,3900,medium
1.0,2,-74.0002,40.7299,4000,medium
1.0,1,-73.9891,40.7651,3295,low
1.0,2,-73.9486,40.8217,1900,high
1.0,0,-73.9863,40.7349,3300,low
1.0,1,-73.9648,40.7572,2950,low
1.0,1,-73.9478,40.7826,2150,medium
1.0,0,-73.993,40.7715,3600,low
1.0,2,-73.9661,40.7549,2000,high
1.0,2,-73.9523,40.7788,3000,low
1.0,2,-73.9727,40.7436,3206,medium
1.0,3,-73.9849,40.7269,4749,low
1.0,0,-73.9864,40.73,2775,low
1.0,0,-73.9953,40.7553,2565,low
2.0,3,-73.9957,40.7427,5290,low
1.0,3,-73.9481,40.796,3000,medium
1.0,0,-73.9461,40.779,2100,low
1.0,1,-73.9954,40.7223,3490,low
1.0,0,-73.9512,40.7761,1900,high
1.0,0,-73.946,40.777,1710,low
1.0,2,-74.004,40.7297,3800,low
1.0,1,-73.9475,40.7801,2982,high
1.0,1,-73.9963,40.7391,2799,low
1.0,2,-73.9841,40.7273,3550,low
1.0,1,-73.9501,40.774,2383,medium
1.0,1,-73.9919,40.69,3000,medium
1.0,0,-73.9823,40.7448,2200,high
1.0,0,-73.9939,40.7243,3125,low
1.0,1,-73.9578,40.8198,1975,low
1.0,1,-73.9729,40.7385,3400,low
1.0,1,-74.0023,40.7382,4050,low
2.0,2,-73.9838,40.77,6895,low
1.0,2,-73.9839,40.7578,3300,low
1.0,1,-73.986,40.7609,3995,low
1.0,0,-73.976,40.7929,2500,low
1.0,0,-73.9739,40.7536,2500,low
3.5,4,-73.9814,40.7843,20000,low
1.0,1,-73.9491,40.7784,2400,medium
1.0,1,-73.9513,40.8265,1375,high
1.0,1,-73.9845,40.7454,3100,low
1.0,1,-73.9509,40.773,2100,low
3.5,4,-73.9716,40.7656,30000,low
1.0,0,-73.9679,40.7573,2000,high
1.0,1,-73.9776,40.7454,3850,low
2.0,2,-73.9632,40.7631,5295,low
1.0,0,-73.9721,40.6791,1900,high
1.5,2,-74.0057,40.7356,4395,low
1.0,1,-73.986,40.7609,3500,low
1.0,1,-73.9891,40.7596,2725,low
2.0,4,-73.9845,40.7454,7500,low
1.0,0,-73.9788,40.7466,2200,high
1.0,0,-74.0066,40.7084,2500,low
1.0,1,-73.9991,40.7606,3690,low
2.0,2,-73.9776,40.7454,5500,low
1.0,2,-73.974,40.7446,3230,medium
2.0,3,-73.9965,40.7561,4500,medium
1.0,1,-73.9566,40.7215,3225,low
1.0,1,-73.9495,40.7621,2450,low
2.0,3,-73.9801,40.7207,4495,high
1.0,1,-73.9516,40.7708,1800,low
1.0,1,-73.9937,40.7637,1850,medium
1.0,2,-73.9951,40.712,2695,medium
1.0,2,-73.977,40.7855,3599,low
1.0,2,-73.9548,40.7764,3095,low
1.0,0,-73.9789,40.7491,2450,low
1.0,1,-73.9532,40.7083,2675,low
2.0,4,-73.9781,40.7846,4950,medium
1.0,2,-74.0018,40.7334,4495,medium
1.0,2,-73.9725,40.7436,3200,low
1.0,1,-73.999,40.761,2600,high
1.0,1,-73.9947,40.7461,3950,low
1.0,1,-73.9642,40.7583,3495,low
1.0,1,-74.0026,40.7512,3900,low
2.0,2,-73.9745,40.7481,7895,low
1.0,2,-73.9974,40.7198,3395,high
1.0,1,-73.9833,40.7645,2400,medium
1.0,2,-74.0019,40.7381,3800,high
1.0,0,-73.9987,40.7609,4900,low
1.0,0,-73.917,40.8698,1500,high
1.0,2,-73.9784,40.6665,2950,low
1.0,1,-73.968,40.7976,3100,medium
2.0,2,-73.971,40.7887,4500,high
1.0,1,-73.9451,40.6877,2895,low
2.0,2,-73.9858,40.7284,3900,low
1.0,1,-73.958,40.7772,2400,medium
1.0,2,-73.9623,40.7612,2600,high
2.0,2,-73.9509,40.7826,4500,low
1.0,0,-73.9742,40.796,2495,low
2.0,4,-73.9644,40.7988,5500,low
1.0,1,-73.9663,40.6822,2300,medium
1.0,1,-73.9485,40.7705,2175,low
1.0,1,-73.9631,40.7565,3650,low
1.0,1,-73.9748,40.7928,4000,low
2.0,2,-73.9464,40.7805,5000,low
2.0,3,-73.9958,40.753,5100,low
1.0,1,-73.9748,40.7481,3525,low
1.0,1,-73.9942,40.7301,2360,medium
1.0,2,-73.9555,40.769,2995,low
1.0,0,-73.951,40.7752,2390,medium
1.0,1,-73.9756,40.7308,3332,low
1.0,1,-74.0143,40.71,3525,low
1.0,1,-73.9493,40.6821,2199,low
1.0,1,-73.9839,40.7283,2500,high
2.0,2,-73.9676,40.7567,8500,low
1.0,0,-73.9839,40.776,3420,low
1.0,1,-73.9571,40.7478,2900,low
1.0,1,-73.9617,40.8023,4185,low
1.0,2,-73.9824,40.7242,2400,low
1.0,1,-73.9464,40.7821,1900,medium
1.0,2,-73.9744,40.7448,3299,medium
1.0,0,-74.0055,40.7111,3120,low
1.0,2,-73.9486,40.7968,3175,low
1.0,2,-73.9896,40.7181,3300,medium
1.5,2,-73.9901,40.7239,4400,low
2.0,2,-73.9209,40.7583,3200,low
1.0,1,-73.968,40.7976,2100,medium
1.0,0,-73.9935,40.7366,2800,medium
2.0,3,-73.9831,40.7377,5200,low
1.0,2,-73.9787,40.7269,2400,high
1.0,1,-73.9781,40.7658,3975,low
1.0,1,-73.9837,40.7674,3400,medium
1.0,1,-73.9785,40.7633,3150,medium
1.0,2,-74.0009,40.7347,4150,low
1.0,0,-73.9939,40.6987,2200,low
1.0,1,-73.9957,40.7377,4384,medium
1.0,2,-73.9982,40.7568,3223,medium
2.0,2,-73.9592,40.7762,8000,low
1.0,1,-74.0057,40.7084,3395,low
1.0,2,-73.9238,40.8688,2000,medium
3.0,3,-73.9741,40.787,8000,low
1.0,2,-73.9901,40.7601,3400,low
1.0,2,-73.9772,40.7412,3050,medium
1.0,3,-73.9576,40.8034,4000,low
2.5,2,-73.9695,40.7518,5695,low
3.0,3,-74.0092,40.7387,17500,low
1.0,1,-73.9492,40.8265,1750,medium
1.0,2,-73.9651,40.803,2700,low
1.0,0,-73.9971,40.7439,2600,low
1.0,3,-73.9727,40.7436,4595,low
1.0,0,-73.9467,40.7769,1950,low
1.0,1,-73.9419,40.7198,2850,low
1.0,1,-73.9557,40.7704,2495,medium
1.0,1,-73.9881,40.7271,2550,low
2.0,2,-73.9772,40.7225,3600,low
1.0,1,-74.0071,40.7381,3500,low
2.0,2,-73.9695,40.7518,4795,low
1.0,2,-73.9648,40.7535,3200,low
1.0,1,-73.9979,40.7397,3650,low
1.0,0,-73.9546,40.7818,2600,low
1.0,1,-73.9618,40.7605,2600,medium
1.0,1,-73.9566,40.7215,3325,low
1.0,1,-73.9774,40.7835,3700,low
1.0,2,-73.9315,40.7659,2450,low
1.5,2,-73.8543,40.7357,2450,low
1.0,2,-73.9971,40.7439,3400,medium
1.0,1,-74.0055,40.7111,3790,low
1.0,0,-73.9508,40.7862,2500,low
3.0,3,-73.9832,40.7352,5200,medium
1.0,3,-73.985,40.7628,4995,low
1.0,2,-73.9956,40.7488,3000,low
1.0,1,-73.9804,40.73,2595,medium
1.0,1,-74.0085,40.7387,4600,low
1.0,1,-74.0101,40.7067,2495,medium
1.0,1,-73.9809,40.7832,2495,medium
1.0,0,-73.9801,40.6682,1995,medium
1.0,1,-73.9509,40.7694,2800,medium
1.0,2,-73.948,40.8011,1150000,low
1.0,0,-73.968,40.7976,2195,medium
1.0,1,-73.9746,40.7479,4095,low
1.0,1,-74.0095,40.7162,3450,low
1.0,1,-73.9976,40.7545,3375,low
1.0,2,-73.9958,40.753,3195,medium
1.0,1,-73.9611,40.7627,2500,low
1.0,0,-73.9885,40.7248,2250,medium
1.0,0,-73.9886,40.7208,2100,low
1.0,1,-73.9901,40.7601,2600,low
1.0,1,-73.971,40.6928,2100,low
1.0,0,-73.9511,40.7833,2050,low
1.0,3,-73.9775,40.7337,5834,low
2.0,2,-73.9527,40.8242,4300,low
1.0,2,-73.9849,40.7279,3400,low
1.0,0,-74.0162,40.7056,2900,low
1.0,1,-73.8836,40.7536,1750,medium
1.0,0,-73.954,40.7769,2100,medium
2.0,2,-73.9837,40.7674,7500,low
2.0,3,-73.9807,40.7888,10295,low
1.0,3,-73.9779,40.7466,3900,high
1.0,1,-74.0014,40.7266,3500,low
1.0,1,-73.9832,40.7297,3250,medium
1.0,1,-74.0072,40.7067,3595,low
1.0,3,-73.9669,40.8021,3495,medium
1.0,2,-73.9772,40.7412,3000,low
2.0,3,-73.9973,40.7565,4500,low
1.0,0,-74.01,40.7064,6510,low
1.0,2,-73.9488,40.7897,2995,low
1.0,0,-73.9344,40.7669,1900,medium
1.0,1,-73.9564,40.7459,3200,low
1.0,1,-73.9893,40.7602,3150,medium
1.0,2,-74.0003,40.7301,3550,low
1.0,1,-73.9538,40.7115,1900,high
1.0,1,-73.9806,40.7788,2700,medium
1.0,3,-73.9984,40.7177,4995,high
1.0,1,-73.9778,40.7427,2600,low
2.0,2,-73.9452,40.7146,3800,low
1.0,0,-73.8806,40.7521,1450,high
1.0,3,-73.9523,40.7783,3700,low
1.0,1,-73.9804,40.7407,2613,low
1.0,4,-73.9885,40.7611,5700,medium
2.0,3,-73.9488,40.7718,4500,medium
1.0,2,-73.95,40.7479,3500,low
1.0,1,-73.9986,40.7296,2595,low
2.0,2,-73.9596,40.7634,5225,low
1.0,1,-73.9694,40.7876,2900,low
1.0,2,-73.9959,40.753,3000,high
2.0,4,-73.951,40.7823,4915,low
2.0,4,-73.9806,40.7392,5790,medium
2.0,3,-73.9738,40.7376,4995,low
1.0,0,-73.9523,40.7784,2200,high
1.0,1,-73.9915,40.7583,3790,medium
1.5,0,-74.0015,40.7383,2550,low
2.0,2,-74.0053,40.7456,5850,low
1.0,3,-74.0059,40.7128,4895,low
2.0,2,-73.9963,40.7606,4200,medium
1.0,2,-73.9778,40.7467,3400,medium
1.0,2,-73.8575,40.907,1850,medium
1.0,2,-73.9651,40.8024,3200,low
1.0,0,-73.9763,40.7878,2050,low
1.0,1,-73.9891,40.7352,3300,high
1.0,2,-73.9875,40.7494,3500,low
2.0,3,-73.9663,40.8014,3700,high
1.0,0,-73.9461,40.8379,1550,low
1.0,2,-73.951,40.6759,2399,medium
1.0,1,-73.9845,40.7454,3295,low
1.0,0,-73.9505,40.7771,2400,low
1.0,2,-73.9695,40.753,4695,low
1.0,1,-73.9744,40.7477,2425,high
1.0,1,-73.9416,40.8241,1550,low
1.0,1,-73.9618,40.7655,2750,low
1.0,0,-73.9929,40.6983,2150,high
1.0,1,-73.9983,40.7438,2750,medium
1.0,2,-73.99,40.7596,3100,low
3.0,3,-73.9603,40.7695,6750,low
2.0,3,-73.9405,40.7946,4000,low
1.0,1,-73.9653,40.7554,2000,medium
1.0,0,-74.0002,40.761,2450,low
1.0,1,-73.989,40.7482,4895,low
1.0,3,-73.9508,40.8246,2800,low
1.0,1,-73.9727,40.7436,7390,low
1.0,1,-73.9849,40.7633,3650,low
1.0,1,-73.951,40.7723,3095,low
1.0,1,-73.9886,40.777,4065,low
1.0,1,-74.0058,40.7355,3795,low
1.0,2,-73.9623,40.7613,3049,medium
1.0,2,-74.0069,40.7074,2730,medium
1.0,2,-73.9425,40.7487,2900,medium
2.0,2,-73.9859,40.7701,3600,low
1.0,2,-73.9961,40.7191,4250,low
1.0,1,-73.9501,40.774,2600,low
1.0,2,-73.9717,40.6957,2150,medium
1.0,1,-73.9561,40.7472,3080,low
1.0,1,-73.9772,40.7655,2395,low
1.0,2,-73.9963,40.7606,4400,low
1.0,2,-74.0104,40.7069,3346,low
2.0,2,-74.0182,40.7091,7195,low
1.0,1,-73.9603,40.7695,3450,low
1.0,1,-73.9599,40.7798,2500,low
1.0,3,-73.951,40.8219,2950,medium
1.0,1,-73.986,40.6927,3438,low
1.0,1,-73.9753,40.7345,3505,low
3.0,3,-73.9984,40.7177,5495,low
1.0,1,-74.0103,40.7053,3999,low
1.0,2,-73.9258,40.6996,2050,medium
1.0,0,-73.9566,40.7704,2562,medium
1.0,2,-73.9866,40.7514,3300,medium
1.0,1,-73.9742,40.7476,2325,low
1.0,3,-74.0033,40.7433,3550,high
1.0,2,-73.9675,40.5922,2030,low
1.0,1,-73.9895,40.7612,2520,low
1.0,2,-73.9632,40.6954,2700,low
4.0,4,-73.9703,40.786,24000,low
1.0,1,-73.9915,40.7233,4895,low
1.0,0,-73.9904,40.7631,2000,high
1.0,1,-73.9546,40.7818,2400,medium
2.0,2,-73.9667,40.7947,6240,low
1.0,0,-73.9765,40.7489,2450,low
1.0,1,-73.9902,40.7759,3450,low
1.0,1,-73.9547,40.7688,2900,low
1.0,1,-73.975,40.7441,2195,medium
1.0,0,-73.9547,40.7679,1998,medium
2.0,2,-73.9596,40.7634,5123,low
1.0,1,-74.0055,40.7331,3850,low
2.0,3,-73.9734,40.7488,4800,medium
3.0,3,-73.9827,40.7365,8500,low
1.0,2,-74.0149,40.708,3300,medium
2.0,2,-73.952,40.786,4500,low
1.0,2,-74.0149,40.708,3400,low
1.0,1,-73.9428,40.8398,1795,medium
1.0,0,-73.9803,40.737,2950,low
1.0,1,-74.0084,40.7378,4975,low
1.0,1,-74.0044,40.7373,3595,low
1.0,0,-73.9806,40.7392,2400,medium
2.0,2,-73.994,40.7638,3950,medium
1.0,1,-73.989,40.7595,2300,low
1.0,0,-73.9825,40.7208,3992,medium
1.0,1,-74.0095,40.7054,3250,low
1.0,0,-73.9869,40.7678,1875,low
1.0,1,-73.986,40.6927,3120,low
1.0,2,-73.9668,40.8015,3600,low
1.0,0,-73.9767,40.7465,2450,medium
2.0,3,-73.9473,40.7763,5400,low
1.0,1,-73.9739,40.7536,2500,medium
1.0,1,-73.9678,40.754,3500,low
1.0,1,-73.9967,40.7345,3300,low
2.0,3,-73.9514,40.7804,4200,low
1.0,2,-73.9958,40.753,3100,low
1.0,3,-74.0088,40.706,5994,low
1.0,1,-74.0143,40.71,2300,high
1.0,1,-73.9875,40.738,4650,low
1.0,1,-73.9532,40.7083,2595,low
1.0,1,-73.929,40.8617,1550,low
1.0,1,-73.9927,40.7301,4150,low
1.0,0,-73.9923,40.6994,2350,low
2.0,3,-73.9608,40.7688,5200,low
1.0,1,-73.9445,40.8333,1500,high
1.0,0,-73.9472,40.7815,1975,medium
1.0,1,-73.9963,40.7606,3425,low
2.0,4,-73.9857,40.7656,4900,high
1.0,2,-73.9689,40.7978,3425,low
2.0,2,-74.0055,40.7111,7300,low
1.0,2,-73.9487,40.7805,2300,high
1.0,0,-73.9737,40.7911,2300,low
2.0,2,-74.0042,40.7522,8257,low
2.0,2,-73.9506,40.7716,5500,low
1.0,0,-73.9942,40.7301,2775,low
1.0,3,-74.0046,40.7073,3800,low
1.0,0,-74.0047,40.7334,3395,low
1.0,2,-74.0059,40.7075,3200,low
1.0,1,-73.9812,40.7781,3300,low
1.0,0,-73.976,40.7803,2985,low
1.0,3,-73.9399,40.8056,2900,low
1.0,1,-73.9816,40.7654,3650,medium
1.0,2,-73.9772,40.7412,3110,low
1.0,0,-74.002,40.7461,2900,low
1.0,0,-73.9929,40.6983,2150,low
2.0,2,-74.0031,40.7288,3150,high
1.0,3,-73.961,40.8007,2850,low
1.0,2,-73.9249,40.7749,2500,low
1.0,2,-73.9709,40.7528,4000,medium
2.0,3,-73.9571,40.7762,6995,low
1.0,1,-74.0003,40.7301,2790,low
2.0,4,-74.01,40.7064,6175,low
1.0,0,-73.9865,40.7337,2700,medium
1.0,1,-74.0002,40.761,3100,low
2.0,2,-73.9989,40.7611,5390,low
1.0,0,-73.9586,40.7704,1900,medium
1.0,1,-73.9801,40.7207,3554,low
1.0,0,-73.9625,40.7593,1802,medium
1.0,0,-74.0088,40.706,2875,high
1.0,1,-73.9497,40.7844,2700,medium
1.0,0,-73.9721,40.7533,2425,low
1.0,0,-73.9665,40.7944,2446,low
1.0,2,-73.9605,40.7637,3100,low
1.0,2,-73.94,40.8462,2850,low
1.0,2,-73.957,40.8031,3000,low
1.0,1,-73.9948,40.7434,2725,medium
2.0,2,-74.004,40.7509,5500,medium
1.0,2,-73.9471,40.7806,2700,low
1.0,4,-73.9486,40.8271,3450,low
1.0,0,-73.9569,40.8196,1750,high
1.0,2,-73.9727,40.7957,3495,medium
1.0,2,-73.9305,40.855,2100,low
1.0,1,-73.8324,40.706,1995,low
1.0,3,-74.0087,40.6475,2200,medium
1.0,1,-73.9959,40.7469,2820,medium
1.0,2,-73.9514,40.8274,3400,low
1.0,1,-73.9993,40.7471,2900,medium
2.0,3,-73.9776,40.736,7098,low
1.0,1,-73.9849,40.7633,3000,medium
2.0,3,-73.9545,40.8034,4000,low
1.0,3,-73.9637,40.7983,3750,medium
1.0,1,-73.9946,40.7233,3795,low
1.0,2,-73.9722,40.7513,3830,low
1.0,1,-73.9774,40.778,2700,medium
2.0,2,-73.9572,40.7459,4340,medium
1.0,2,-73.9973,40.7565,3200,high
1.0,1,-73.9839,40.7283,2500,medium
1.0,1,-73.9903,40.7592,2150,low
1.0,1,-73.9806,40.7788,2700,low
1.0,1,-73.9899,40.6879,2250,medium
1.0,2,-73.9847,40.7263,2475,low
1.0,1,-74.0016,40.7383,2700,low
1.0,1,-73.9999,40.7296,2650,medium
1.0,1,-73.985,40.7269,2450,low
2.5,3,-73.9533,40.768,6300,low
1.5,2,-73.9766,40.7484,4800,low
1.0,2,-73.9793,40.7401,3100,medium
1.0,1,-73.9964,40.7624,3300,medium
1.0,2,-73.9833,40.7805,3650,low
2.0,5,-73.9529,40.7739,6000,low
2.0,3,-73.9249,40.6769,2150,high
2.0,2,-73.952,40.786,4195,low
1.0,0,-73.9738,40.7376,2900,low
1.0,2,-73.985,40.7644,4985,low
1.0,1,-74.0071,40.7073,3200,medium
1.0,1,-73.9964,40.7194,2750,low
1.0,2,-74.0149,40.708,3461,low
1.0,2,-73.9819,40.7299,3695,medium
2.0,2,-73.9586,40.7637,4500,low
1.5,2,-74.0,40.7285,4700,low
2.0,3,-74.0096,40.7141,7400,medium
2.0,3,-73.9527,40.8076,5270,low
2.0,0,-73.989,40.7293,7450,low
1.0,2,-73.9981,40.7372,5250,low
1.0,0,-74.0077,40.7065,2930,low
1.0,0,-74.0155,40.7064,2725,low
1.0,1,-73.9874,40.7213,3195,low
1.0,0,-73.9864,40.73,2850,low
1.0,0,-73.9574,40.7453,2470,low
1.0,0,-73.9538,40.7814,2600,low
1.0,1,-73.9581,40.7631,2200,low
1.0,2,-73.9663,40.8034,3300,low
1.0,1,-73.9922,40.7617,2250,low
1.0,2,-73.9989,40.7611,5990,low
1.0,2,-73.9789,40.7491,3650,low
1.0,2,-73.9998,40.7613,3300,low
1.0,2,-73.9829,40.7304,3500,low
2.0,2,-73.9695,40.753,5495,low
1.0,1,-74.0165,40.7109,2475,low
1.0,0,-73.9518,40.7761,1875,low
1.0,2,-73.9774,40.7477,3400,medium
1.0,1,-73.9865,40.7348,3900,low
2.0,4,-74.0096,40.7141,6100,low
1.0,2,-73.97710000000001,40.7923,2800,high
1.0,1,-73.9757,40.7486,4300,low
1.0,1,-73.8439,40.7164,2700,low
1.0,1,-73.9799,40.7484,4395,low
1.0,2,-73.9648,40.8028,3000,medium
1.0,2,-73.9802,40.7469,3350,medium
1.0,3,-73.9109,40.7697,2600,medium
1.0,0,-73.9845,40.747,1900,medium
1.0,0,-73.9559,40.7701,1850,low
2.0,2,-73.9128,40.8851,2500,medium
1.0,1,-73.9788,40.7466,2450,low
1.0,0,-74.0101,40.7066,3535,low
1.0,1,-73.9616,40.7677,4170,low
2.0,3,-73.9857,40.7288,5000,medium
1.0,1,-73.9846,40.7471,2800,low
1.0,1,-73.9831,40.7284,2150,medium
1.0,1,-73.9825,40.7352,3100,low
1.0,2,-73.9086,40.68,2300,high
1.0,0,-74.0162,40.7056,2421,low
2.0,2,-73.9504,40.7783,5500,low
1.0,0,-73.9706,40.7506,2400,low
1.0,2,-73.9803,40.7465,3200,medium
1.0,3,-73.9629,40.7953,3750,low
1.0,0,-73.9483,40.7808,1800,medium
1.0,1,-73.9332,40.6922,1795,high
1.0,2,-73.9824,40.7242,2390,medium
2.0,2,-73.9898,40.7237,3995,low
1.0,1,-74.0086,40.7121,4500,low
1.0,1,-73.999,40.761,3350,low
1.0,1,-73.9837,40.7674,2900,low
3.5,3,-73.9703,40.786,14995,low
2.0,3,-73.9785,40.7456,4600,low
1.0,3,-73.9663,40.8014,4600,low
1.0,1,-73.9955,40.6632,2100,medium
1.0,2,-74.0065,40.7081,3460,low
1.0,1,-73.9838,40.7587,2700,low
2.0,3,-73.9734,40.7488,6000,low
1.0,3,-73.9838,40.7244,3700,low
1.0,1,-73.9923,40.6994,3400,low
1.0,1,-73.9917,40.7709,3692,low
1.0,1,-73.8694,40.7334,2391,medium
1.0,2,-73.9898,40.7238,4195,low
1.0,1,-73.9462,40.7777,3195,low
1.0,3,-74.0149,40.708,3800,low
1.0,2,-73.9922,40.7673,3400,low
1.0,4,-73.9781,40.7413,6200,low
1.0,2,-73.9497,40.7844,2950,low
1.0,3,-74.0109,40.7068,4380,low
1.0,2,-73.951,40.7723,3200,medium
3.0,3,-73.9548,40.6597,6700,low
2.0,3,-73.9668,40.5772,3650,low
1.0,0,-73.9471,40.8179,1600,low
1.0,2,-73.9596,40.7633,5550,low
1.0,0,-73.9759,40.7785,2575,low
1.0,2,-73.9895,40.7291,3450,low
1.0,1,-73.9772,40.7412,3050,low
1.0,0,-73.9964,40.6966,2300,low
1.0,2,-73.9789,40.7743,4675,low
1.0,3,-73.9822,40.7407,5495,low
3.0,2,-73.9624,40.7698,6325,low
1.0,4,-73.9864,40.7399,6000,medium
1.0,1,-73.9509,40.7826,5175,low
1.0,1,-73.9504,40.7868,4695,low
1.0,2,-73.9416,40.7901,2195,low
1.0,2,-73.9845,40.7454,4395,low
1.0,0,-73.9506,40.7716,2625,medium
1.0,2,-74.0031,40.7288,3000,medium
1.0,1,-73.9509,40.7694,3829,low
2.0,2,-74.0109,40.7191,6195,low
1.0,1,-73.9053,40.776,2000,medium
1.0,0,-73.9616,40.7677,3195,low
1.0,1,-73.9504,40.7802,2075,low
1.0,0,-73.9652,40.7604,2260,low
1.0,1,-73.9498,40.8081,2950,low
1.0,2,-73.923,40.6889,2500,low
2.0,1,-73.9622,40.7752,8650,medium
1.0,1,-73.9503,40.7845,2750,medium
2.0,1,-73.9785,40.7787,2690,medium
2.0,3,-73.9889,40.7258,4200,high
1.0,2,-74.0161,40.7053,3500,low
2.0,3,-73.9838,40.7307,4900,medium
1.0,0,-73.9654,40.7554,1975,low
1.0,2,-73.9413,40.8368,2200,medium
1.0,1,-73.9571,40.773,2495,medium
2.0,3,-73.9857,40.733,7150,low
2.0,3,-73.9792,40.735,5149,low
1.0,1,-74.0038,40.74,4100,low
1.0,2,-73.9486,40.7104,3400,low
2.0,2,-73.9865,40.7608,5700,low
1.0,1,-73.9693,40.7514,2750,medium
1.0,0,-73.992,40.7223,1900,low
2.0,4,-73.951,40.8251,3599,low
2.0,2,-73.9734,40.7897,6224,low
1.0,0,-74.0089,40.7123,3090,low
1.0,1,-73.9566,40.7788,2700,high
1.0,1,-73.9416,40.7212,2500,low
2.0,4,-73.9761,40.7855,5415,low
1.0,1,-73.9958,40.7233,3495,low
1.0,1,-73.9421,40.7864,2150,medium
1.0,1,-73.9781,40.7658,3975,low
1.0,1,-74.0069,40.7587,2050,low
2.0,2,-73.986,40.7297,3825,low
1.0,3,-73.9485,40.7746,3310,medium
1.0,0,-73.9599,40.6414,1800,low
1.0,2,0.0,0.0,2950,medium
1.0,0,-73.9939,40.6988,2600,low
1.0,1,-73.9935,40.7301,4000,low
1.0,0,-73.9786,40.7482,2300,medium
1.0,1,-73.9567,40.7696,2900,low
1.0,2,-73.9712,40.7595,3295,medium
2.0,3,-74.0148,40.7182,5995,low
1.0,1,-73.9563,40.7457,3286,low
1.0,1,-73.9819,40.722,2950,low
1.0,2,-73.9492,40.6686,2200,high
1.0,0,-73.983,40.6969,2495,low
1.0,1,-73.9625,40.7595,1900,low
1.0,1,-73.9558,40.773,2350,low
1.0,0,-73.9922,40.7248,4605,low
2.0,2,-73.9829,40.7272,4245,low
1.0,0,-73.9427,40.8077,1585,high
5.0,5,-73.9469,40.7826,13500,low
1.0,2,-73.9409,40.8177,1995,low
1.0,2,-73.9649,40.7572,3750,low
1.0,2,-73.9927,40.7216,3250,low
1.0,1,-73.9757,40.7462,3200,medium
1.0,0,-74.0076,40.7517,11875,low
2.0,2,-73.9585,40.7704,3695,low
1.0,0,-73.9556,40.7708,2400,low
1.0,0,-73.9578,40.8198,1750,low
2.0,3,-73.9796,40.6598,5200,low
1.0,1,-73.9819,40.764,3100,low
1.0,1,-73.9514,40.8274,2375,medium
1.0,3,-73.9996,40.7423,4995,medium
1.0,3,-73.9408,40.7252,3000,low
1.0,2,-73.9818,40.7417,3400,high
1.0,0,-73.9483,40.7838,1900,medium
2.0,2,-74.0148,40.7179,8000,low
1.0,2,-73.9803,40.7465,3200,medium
3.0,2,-73.9819,40.7725,11600,low
2.0,2,-73.9864,40.7708,7500,low
1.0,0,-73.9677,40.7576,2000,medium
1.0,2,-73.9527,40.7678,2995,low
1.0,1,-74.0046,40.7073,1700,medium
1.0,0,-74.0023,40.7382,3400,low
1.0,1,-73.9804,40.73,2595,medium
1.0,0,-73.9703,40.751,2350,low
1.0,1,-73.9826,40.7658,2955,high
1.0,1,-73.957,40.8031,2500,medium
1.0,1,-73.8998,40.8852,1450,high
1.0,3,-73.9773,40.7267,4200,low
2.0,2,-73.9477,40.8281,3000,low
1.0,1,-73.9551,40.675,2050,low
